case_id,lens_id,display_key,title,owners,inventors,legal_status,opportunity_type,lens_in_catalog,ri_notes
auto_rhode_island_damage_glioblastoma_minimize_radiation_susceptib,026-560-744-658-606,US 2025/0049785 A1,METHODS FOR THE TREATMENT OF GLIOBLASTOMA THAT MINIMIZE RADIATION DAMAGE IN SUSCEPTIBLE PATIENTS,RHODE ISLAND HOSPITAL (2021-12-31),WONG ERIC T,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhode_island_damaged_detecting_diseased_fluorophore_polypepti,129-685-709-438-265,US 11738096 B2,Method of detecting diseased or damaged tissue with a pH-triggered polypeptide fluorophore composition,RHODE ISLAND COUNCIL ON POSTSECONDARY EDUCATION (2017-09-21);;YALE UNIVERSITY (2017-09-21);;UNIVERSITY OF RHODE ISLAND BOARD OF TRUSTEES (2021-04-09),RESHETNYAK YANA K;;ANDREEV OLEG A;;ENGELMAN DONALD M,ACTIVE,platform,true,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhode_island_diagnosis_differential_eosinophilic_esophagitis,009-384-834-237-702,US 10132809 B2,Differential expression of protein markers for the diagnosis and treatment of eosinophilic esophagitis,RHODE ISLAND HOSPITAL (2015-07-01),RESNICK MURRAY B;;MATOSO ANDRES;;MUKKADA VINCENT A;;LU SHAOLEI,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhode_island_diagnosis_environmentally_sensitive_tumors,168-891-649-510-393,US 9289508 B2,Environmentally sensitive compositions and methods of use in the treatment and diagnosis of tumors,RHODE ISLAND COUNCIL ON POSTSECONDARY EDUCATION (2011-09-22);;YALE UNIVERSITY (2011-10-04);;UNIVERSITY OF RHODE ISLAND BOARD OF TRUSTEES (2021-04-09);;RHODE ISLAND BOARD OF GOVERNORS FOR HIGHER EDUCAT,RESHETNYAK YANA K;;ANDREEV OLEG A;;ENGELMAN DONALD M,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhode_island_diagnostics_nanocarriers_processing_their_therap,037-133-184-542-463,US 2020/0375991 A1,NANOCARRIERS AND THEIR PROCESSING FOR DIAGNOSTICS AND THERAPEUTICS,RHODE ISLAND HOSPITAL (2016-10-19),CHEN QIAN;;CHEN YUPENG;;YU HONGCHUAN;;EHRLICH MICHAEL G,PENDING,diagnostic,false,Deduped patent family (2 of 5 records); review scope and naming.
auto_rhode_island_disease_injury_orthopedic,173-220-008-462-33X,US 10130687 B2,Compositions and methods for the treatment of orthopedic disease or injury,RHODE ISLAND HOSPITAL (2012-01-18),CHEN QIAN;;JAYASURIYA CHATHURAKA T,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhode_island_drain_removal_same_surgical_using,081-708-618-950-561,US 2022/0218963 A1,SURGICAL DRAIN REMOVAL DEVICE AND METHODS FOR USING SAME,RHODE ISLAND HOSPITAL (2021-02-10),TELFEIAN ALBERT,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhode_island_driven_joint_musculoskeletal_testing,005-088-912-132-593,US 7503211 B2,Driven musculoskeletal joint testing,RHODE ISLAND HOSPITAL (2006-04-05),CRISCO JOSEPH J,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhode_island_electrophoresis_preparative,032-838-410-606-321,WO 1993/025896 A1,PREPARATIVE ELECTROPHORESIS DEVICE AND METHOD,,LIM YOW-PIN;;HIXSON DOUGLAS C,PATENTED,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhode_island_environmentally_sensitive_thereof,170-293-809-658-816,US 2018/0221500 A1,Environmentally Sensitive Compositions and Methods of Use Thereof,RHODE ISLAND COUNCIL ON POSTSECONDARY EDUCATION (2011-09-22);;YALE UNIVERSITY (2011-10-04);;UNIVERSITY OF RHODE ISLAND BOARD OF TRUSTEES (2021-04-09);;RHODE ISLAND BOARD OF GOVERNORS FOR HIGHER EDUCAT,RESHETNYAK YANA K;;ANDREEV OLEG A;;ENGELMAN DONALD M,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhode_island_facetectomy_guide_lumbar,137-132-664-222-734,US 2022/0071645 A1,LUMBAR FACETECTOMY GUIDE,RHODE ISLAND HOSPITAL (2020-05-29),TELFEIAN ALBERT,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhode_island_falciparum_malaria_vaccine,063-586-913-488-802,US 12214026 B2,Vaccine for falciparum malaria,RHODE ISLAND HOSPITAL (2014-08-20);;SEATTLE CHILDREN'S HOSPITAL DBA SEATTLE CHILDREN'S RESEARCH INSTITUTE (2019-02-25);;SEATTLE BIOMEDICAL RESEARCH INSTITUTE (2014-08-19),KURTIS JONATHAN;;NIXON CHRISTIAN PARCHER;;RAJ DIPAK KUMAR;;FRIEDMAN JENNIFER FRANCES;;FRIED MICHAL;;DUFFY PATRICK EMMET,ACTIVE,therapeutic,false,Deduped patent family (2 of 12 records); review scope and naming.
auto_rhode_island_fibrosis_inhibition_renal,167-676-794-591-355,US 9572787 B2,Inhibition of Renal Fibrosis,RHODE ISLAND HOSPITAL (2014-01-29),ZHUANG SHOUGANG,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhode_island_field_latching_magnetic_mechanisms_multistable_t,039-450-656-570-721,US 10639494 B2,Time-varying magnetic field therapy using multistable latching mechanisms,RHODE ISLAND BOARD OF EDUCATION STATE OF RHODE ISLAND AND PROVIDENCE PLANTATIONS (2016-05-09),SUN YING;;SILVER BRIAN;;WANG TANYA,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhode_island_field_latching_magnetic_mechanisms_multistable_t,105-326-531-462-536,US 2018/0078780 A1,Time-Varying Magnetic Field Therapy Using Multistable Latching Mechanisms,RHODE ISLAND BOARD OF EDUCATION STATE OF RHODE ISLAND AND PROVIDENCE PLANTATIONS (2016-05-09),SUN YING;;SILVER BRIAN;;WANG TANYA,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhode_island_gastrointestinal_marker_tumors,067-485-038-164-019,US 11442065 B2,Marker for gastrointestinal tumors,RHODE ISLAND HOSPITAL (2020-03-31),YANG WENTIAN;;WANG LIJUN;;MOORE DOUGLAS C,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhode_island_glioblastoma_multiforme_treatments,195-072-267-482-833,US 2025/0002488 A1,Glioblastoma Multiforme Treatments,RHODE ISLAND HOSPITAL (2023-12-01);;BROWN UNIVERSITY (2023-12-13),TAPINOS NIKOLAOS;;HASSAN OLA;;KARAMBIZI DAVID,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhode_island_hepatitus_infections_virus,096-758-724-646-002,US 2016/0024223 A1,Treating Hepatitus B Virus Infections,RHODE ISLAND HOSPITAL A LIFESPAN-PARTNER (2015-12-10),WANDS JACK R;;LI JISU;;TONG SHUPING,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhode_island_human_immunodeficiency_infections_virus,175-450-758-147-466,US 9522943 B2,Treating human immunodeficiency virus infections,RHODE ISLAND HOSPITAL A LIFESPAN-PARTNER (2014-11-06),LALLY MICHELLE;;RAMRATNAM BHARAT;;LI MING,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhode_island_human_immunodeficiency_infections_virus,151-259-050-288-638,US 2016/0002304 A1,TREATING HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,RHODE ISLAND HOSPITAL A LIFESPAN-PARTNER (2014-11-06),LALLY MICHELLE;;RAMRATNAM BHARAT;;LI MING,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhode_island_hydrogel_probe_stabilizer_ultrasonography,142-654-646-782-251,US 2024/0130827 A1,HYDROGEL-BASED ULTRASONOGRAPHY PROBE STABILIZER,RHODE ISLAND HOSPITAL (2022-11-15),SODHA NEEL R;;NICELY PRESTON;;NAVARRETE-WELTON ALLISON;;GANGULI REETAM;;OH AMY,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhode_island_liposome_thereof,073-584-507-838-743,US 11857509 B2,Liposome compositions and methods of use thereof,RHODE ISLAND COUNCIL ON POSTSECONDARY EDUCATION (2011-09-22);;YALE UNIVERSITY (2011-10-03);;UNIVERSITY OF RHODE ISLAND BOARD OF TRUSTEES (2021-04-09);;RHODE ISLAND BOARD OF GOVERNORS FOR HIGHER EDUCAT,RESHETNYAK YANA K;;ANDREEV OLEG A;;ENGELMAN DONALD M,ACTIVE,platform,false,Deduped patent family (2 of 6 records); review scope and naming.
auto_rhode_island_osteoarthritis_prevention,176-942-989-926-106,US 2024/0197725 A1,METHOD AND COMPOSITION FOR THE PREVENTION OR TREATMENT OF OSTEOARTHRITIS,RHODE ISLAND HOSPITAL (2021-04-22),YANG WENTIAN;;WANG LIJUN;;MOORE DOUGLAS C,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhode_island_schistosoma_vaccine,147-800-308-704-95X,US 9283264 B2,Schistosoma vaccine,RHODE ISLAND HOSPITAL (2010-11-16),KURTIS JONATHAN;;JIZ MARIO;;WU HAIWEI;;POND-TOR SUNTHORN,ACTIVE,therapeutic,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhodes_pharmaceuticals_making_pharmaceutical_resinate_thereof_using,073-204-280-624-363,IL 311303 A,Pharmaceutical resinate compositions and methods of making and using thereof,,SADATREZAEI MOHSEN;;FRUNZI GERARD P,PENDING,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rhodes_technologies_14alpha_6alpha_7beta_ethanomorphinans_ethenomorp,188-234-774-680-08X,US 2016/0068538 A1,"PROCESS FOR PREPARING 7BETA-SUBSTITUTED 6ALPHA,14ALPHA-ETHENOMORPHINANS AND 7BETA-SUBSTITUTED 6ALPHA,14ALPHA-ETHANOMORPHINANS",RHODES TECHNOLOGIES (2015-11-18),REISCH HELGE ALFRED,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhodes_technologies_7beta_beta_ethanomorphinans_ethenomorphinans_sub,023-477-770-172-224,US 9834562 B2,"7 beta-substituted 6a, 14a-ethenomorphinans and 7beta-substituted 6a, 14a-ethanomorphinans",RHODES TECHNOLOGIES (2015-11-18),REISCH HELGE ALFRED,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rhodes_technologies_compounds_opioid_thereof,032-768-832-139-486,US 11845759 B2,Opioid compounds and uses thereof,RHODES TECHNOLOGIES (2019-02-21),CHANG PING;;GLOWAKY RAYMOND;;ROGERS MICHAEL DAVID,ACTIVE,therapeutic,false,Deduped patent family (2 of 11 records); review scope and naming.
auto_rhodes_technologies_compounds_opioid_thereof,191-810-633-692-475,US 11773107 B2,Opioid ketal compounds and uses thereof,RHODES TECHNOLOGIES (2019-11-13),KUPPER ROBERT J;;GLOWAKY RAYMOND C,ACTIVE,therapeutic,false,Deduped patent family (2 of 11 records); review scope and naming.
auto_rhodes_technologies_conditions_ophthalmic_pharmaceutical,044-341-510-130-190,US 2023/0398073 A1,PHARMACEUTICAL COMPOSITIONS FOR THE TREATMENT OF OPHTHALMIC CONDITIONS,RHODES TECHNOLOGIES (2018-06-01),CHANG PING;;HU ZHENZE;;TAO YUANYUAN,PENDING,platform,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_rhodes_technologies_delivery_dosage_forms_oral,197-292-882-872-806,US 2026/0137704 A1,COMPOSITIONS AND DOSAGE FORMS FOR ORAL DELIVERY,,Ping Chang;;Marc Brown;;Charles Evans,UNKNOWN,platform,false,Deduped patent family (2 of 4 records); review scope and naming.
auto_rhodes_technologies_delivery_dosage_forms_oral,133-099-883-604-903,US 2024/0358674 A1,COMPOSITIONS AND DOSAGE FORMS FOR ORAL DELIVERY,RHODES TECHNOLOGIES (2022-11-22),CHANG PING;;BROWN MARC;;EVANS CHARLES,PENDING,platform,false,Deduped patent family (2 of 4 records); review scope and naming.
auto_rhodes_technologies_diseases_disorders,010-850-744-505-874,IN 542DEN2015 A,COMPOSITIONS AND TREATMENT FOR EYE DISEASES AND DISORDERS,,CHANG WEI WEI;;SAWYER KENNETH,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_according_adjusting_music_player_playing_running,102-699-921-023-70X,WO 2016/206058 A1,"METHOD FOR ADJUSTING MUSIC PLAYING SPEED ACCORDING TO RUNNING SPEED, AND MUSIC PLAYER",,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_according_dialing_gesture_hand_mobile_number_pho,052-293-640-911-645,WO 2017/000230 A1,METHOD AND MOBILE PHONE FOR DIALING TELEPHONE NUMBER ACCORDING TO HAND GESTURE,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_according_music_player_playing_rhythm_running,038-597-391-807-913,WO 2016/206057 A1,"METHOD FOR PLAYING MUSIC ACCORDING TO RUNNING RHYTHM, AND MUSIC PLAYER",,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_acoplado_aletas_aparato_calor_contiene_disipacio,053-717-746-618-837,CL 2013003337 A1,"Aparato de iluminacion led que contiene: un panel de soporte que tiene una pluralidad de aletas de disipacion de calor, un sustrato acoplado a la superficie de soporte de panel de soporte, una pluralidad de led y una superficie de reflexion.",,KIM DUK YONG,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_activating_block_ecological,051-935-372-229-767,WO 2009/091175 A2,ECOLOGICAL ACTIVATING BLOCK,,,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_antena_diferentes_dispostos_elementos_instala_me,092-472-650-573-314,BR 112012011634 A2,método de instalação de elementos de radiação dispostos em planos diferentes e antena que utiliza o mesmo,,JUNG IN-HA;;CHOI OH-SEOG;;HAN SEUNG-MOK;;SO SUNG-HWAN;;MOON YOUNG-CHAN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_apparatus_network_transporting,101-970-995-323-624,WO 2016/195788 A1,METHODS AND APPARATUS FOR TRANSPORTING DATA ON A NETWORK,,KITS VAN HEYNINGEN MARTIN A;;CROY JOHN;;BENSON DANIEL MURRAY,PENDING,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_attendance_invitation_remote_video,042-254-828-647-810,WO 2017/004764 A1,REMOTE VIDEO ATTENDANCE INVITATION METHOD AND SYSTEM,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_automatic_fingerprint_identification_minutiae,156-466-755-857-072,WO 1991/006920 A1,NON-MINUTIAE AUTOMATIC FINGERPRINT IDENTIFICATION SYSTEM AND METHODS,,GAGNE PATRICIA C;;PUTERKO CAROL M,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_blade_efficiency_generation_generator_increased,085-266-254-965-032,IN 30MU2014 A,VARIABLE BLADE TYPE TIDAL AND WIND POWER GENERATOR WITH INCREASED GENERATION EFFICIENCY,,LEE IN-NAM,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_carrier_collapsible_selectively_self_soft_suppor,010-139-042-318-180,WO 1991/009549 A1,"SELF SUPPORTING, SELECTIVELY COLLAPSIBLE SOFT-WALLED CARRIER",,JACOBER JEFFREY M,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_catalytic_converter_seal_therefor,000-717-607-157-732,WO 1992/016282 A1,SEAL FOR CATALYTIC CONVERTER AND METHOD THEREFOR,,MACNEILL GERALD F,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_charger_high_power_smart,051-921-152-596-47X,WO 2016/187753 A1,HIGH-POWER SMART CHARGER,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_circuit_control_module_smart,020-447-059-956-645,WO 2016/187754 A1,SMART CONTROL MODULE CIRCUIT,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_conductive_electrically_element_film_heating_she,051-354-230-572-302,WO 2017/003269 A1,SHEET HEATING ELEMENT AND ELECTRICALLY CONDUCTIVE THIN FILM,,GOO GAK HOI,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_content_meeting_sharing,090-288-081-100-847,WO 2017/004752 A1,MEETING CONTENT SHARING METHOD AND SYSTEM,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_content_meeting_transmission,001-530-689-970-992,WO 2017/004763 A1,MEETING CONTENT TRANSMISSION METHOD AND SYSTEM,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_control_lighting_meeting,012-727-712-076-621,WO 2017/004753 A1,MEETING LIGHTING CONTROL METHOD AND SYSTEM,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_control_meeting_microphone_video,099-825-696-799-12X,WO 2017/004762 A1,VIDEO MEETING MICROPHONE CONTROL METHOD AND SYSTEM,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_dialing_mobile_phone_telephone,063-297-487-365-007,WO 2017/000229 A1,METHOD FOR TELEPHONE DIALING AND MOBILE PHONE,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_information_pushing_reminding_station,044-595-886-288-818,WO 2016/206075 A1,STATION REMINDING METHOD AND INFORMATION PUSHING SYSTEM,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_instant_meeting_prompt,196-612-416-679-033,WO 2017/004765 A1,MEETING INSTANT PROMPT METHOD AND SYSTEM,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_interaction_meeting,171-152-430-882-642,WO 2017/004751 A1,MEETING INTERACTION METHOD AND SYSTEM,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_llevinger_variable_vindkraftgenerator_vindm,062-246-449-948-029,DK 2366893 T3,Vindkraftgenerator med variable vindmøllevinger,,LEE IN-NAM,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_manoeuvring_vehicle,032-146-519-430-510,GB 2175553 B,VEHICLE MANOEUVRING SYSTEMS,,KIM SE-UNG,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_ri_owner_manoeuvring_vehicle,086-709-945-611-993,GB 2175553 A,Vehicle manoeuvring systems,,KIM SE-UNG,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_ri_owner_meeting_organisation_reminder,037-535-507-689-622,WO 2017/004750 A1,MEETING ORGANISATION REMINDER METHOD AND SYSTEM,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_meeting_remote_verification,090-364-509-723-044,WO 2017/004754 A1,REMOTE MEETING VERIFICATION METHOD AND SYSTEM,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_meeting_timeout_transmission_video,104-097-623-573-919,WO 2017/004766 A1,VIDEO MEETING TIMEOUT RE-TRANSMISSION METHOD AND SYSTEM,,MA YAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_ri_owner_ngslede_vindm_vinger,145-170-670-762-865,DK 2415667 T3,Vindmølle med hængslede vinger,,LEE IN-NAM,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_richardson_robert_measuring_response_retinal,060-254-201-064-542,EP 0375737 B1,METHOD AND DEVICE FOR MEASURING RETINAL RESPONSE.,,RICHARDSON ROBERT W;;FELDMAN BARBARA M,EXPIRED,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_roberts_associates_color_communication_gemstone_kits,040-834-502-106-115,WO 1992/017388 A1,GEMSTONE COLOR COMMUNICATION KITS,,ROBERTS KENNETH G;;ROBERTS ELAINE E,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_rockhill_william_apparatus_handicapped_persons_photographic_robot,098-580-972-627-553,WO 1992/016873 A1,ROBOTIC PHOTOGRAPHIC APPARATUS FOR HANDICAPPED PERSONS,,ROCKHILL WILLIAM MORGAN,PENDING,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_roger_williams_antibody_glycoprotein_human_monoclonal_reactive,146-536-660-941-499,WO 1991/013148 A1,AN IgG-1 HUMAN MONOCLONAL ANTIBODY REACTIVE WITH AN HIV-1 GLYCOPROTEIN AND METHOD OF USE,,POSNER MARSHALL R,PATENTED,therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_roger_williams_encoding_highly_homologous_multiple_polypeptides,037-317-430-918-515,US 10550176 B2,Viral vectors encoding multiple highly homologous non-viral polypeptides and the use of same,ROGER WILLIAMS MEDICAL CENTER (2010-01-04);;PROSPECT CHARTERCARE LLC (2014-06-20);;ROGER WILLIAMS HOSPITAL (2011-12-19),YANG WEN;;JUNGHANS RICHARD P;;BAIS ANTHONY J,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_roger_williams_immunization_situ,112-058-982-746-20X,US 7763243 B2,In situ immunization,ROGER WILLIAMS MEDICAL CENTER (2002-10-11);;PROSPECT CHARTERCARE LLC (2014-06-20),LUM LAWRENCE G;;ELFENBEIN GERALD,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_roger_williams_immunization_situ,090-595-623-366-958,US 2003/0185823 A1,In situ immunization,ROGER WILLIAMS MEDICAL CENTER (2002-10-11);;PROSPECT CHARTERCARE LLC (2014-06-20),LUM LAWRENCE G;;ELFENBEIN GERALD,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_rollpack_container_cutting_employing_film_packaging_roll,118-541-506-334-210,WO 2009/096736 A2,ROLL FILM CUTTING DEVICE AND ROLL FILM PACKAGING CONTAINER EMPLOYING THE SAME,,,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_1994_bearing_extrusion_hardness_hydrodynamic_includin,027-985-947-716-781,EP 0365761 B1,MULTI-HARDNESS HYDRODYNAMIC BEARING AND METHOD OF MAKING THE SAME INCLUDING EXTRUSION,"IDE, RUSSELL D. (1994-05-11)","IDE, RUSSELL DOUGLAS",EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_analysis_apparatus_bearing_design,165-185-380-649-546,WO 1994/000819 A1,BEARING DESIGN ANALYSIS APPARATUS AND METHOD,,IDE RUSSELL D;;PAQUETTE DONALD J,PENDING,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_apparatus_cavity_drilling_flow_progressive_restr,055-683-728-227-293,WO 1991/010067 A1,PROGRESSIVE CAVITY DRILLING APPARATUS WITH FLOW RESTRICTOR,,IDE RUSSELL D,PATENTED,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_assemblies_beam_bearing_bearings_having_hydrodyn,099-893-956-172-281,WO 1992/002736 A1,HYDRODYNAMIC BEARINGS HAVING BEAM MOUNTED BEARING PADS AND SEALED BEARING ASSEMBLIES INCLUDING THE SAME,,IDE RUSSELL D,PATENTED,platform,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_russell_assemblies_beam_bearing_bearings_having_hydrodyn,178-209-248-891-55X,CA 2067500 A1,HYDRODYNAMIC BEARINGS HAVING BEAM MOUNTED BEARING PADS AND SEALED BEARING ASSEMBLIES INCLUDING THE SAME,,IDE RUSSELL D,DISCONTINUED,platform,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_russell_assembly_beam_bearing_including_mounted_position,020-783-351-260-648,WO 1992/003667 A1,SELF POSITIONING BEAM MOUNTED BEARING AND BEARING AND SHAFT ASSEMBLY INCLUDING THE SAME,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_russell_assembly_beam_bearing_including_mounted_position,140-729-356-039-583,CA 2067366 A1,SELF POSITIONING BEAM MOUNTED BEARING AND BEARING AND SHAFT ASSEMBLY INCLUDING THE SAME,,IDE RUSSELL D,DISCONTINUED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_russell_assembly_roller_sealed,053-790-913-621-963,EP 0513271 A1,SEALED ROLLER ASSEMBLY.,,IDE RUSSELL D,DISCONTINUED,platform,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_russell_assembly_roller_sealed,064-791-173-054-871,WO 1992/006310 A1,SEALED ROLLER ASSEMBLY,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_russell_beam_bearings_continuous_having_hydrodynamic_mou,146-554-802-617-336,WO 1991/017366 A1,HYDRODYNAMIC BEARINGS HAVING A CONTINUOUS BEAM MOUNTED SUPPORT SURFACE,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_beam_brakes_clutches_friction_mounted_pads,177-817-489-694-381,EP 0529067 A1,BEAM MOUNTED FRICTION PADS FOR USE IN FRICTION BRAKES AND CLUTCHES.,,IDE RUSSELL D,DISCONTINUED,platform,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_russell_beam_brakes_clutches_friction_mounted_pads,026-088-134-998-893,WO 1992/016765 A1,BEAM MOUNTED FRICTION PADS FOR USE IN FRICTION BRAKES AND CLUTCHES,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_russell_bearing_bearings_geometry_having_making_pads_sam,192-972-349-254-214,WO 1993/022573 A1,TILT PAD VARIABLE GEOMETRY BEARINGS HAVING TILTING BEARING PADS AND METHODS OF MAKING SAME,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_bearing_bearings_having_hydrodynamic_making_pads,062-993-428-123-705,WO 1992/018783 A1,HYDRODYNAMIC BEARINGS HAVING SPACED BEARING PADS AND METHODS OF MAKING SAME,,IDE RUSSELL D,PATENTED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_bearing_characteristic_thrust_variable,011-086-087-440-454,WO 1994/008150 A1,VARIABLE CHARACTERISTIC THRUST BEARING,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_bearing_having_pads_spaced,080-232-894-096-456,WO 1994/008149 A1,BEARING HAVING SPACED PADS AND METHODS,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_bearings_construction_deflection_having_hydrodyn,158-000-368-248-996,WO 1991/019112 A1,MULTI-DEFLECTION PAD HYDRODYNAMIC THRUST AND JOURNAL BEARINGS HAVING A MODULAR CONSTRUCTION,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_bearings_construction_having_hydrodynamic_modula,063-519-827-215-699,WO 1994/007043 A1,PAD TYPE HYDRODYNAMIC THRUST BEARINGS HAVING A MODULAR CONSTRUCTION,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_belt_drive_train_vacuum,146-646-759-711-340,EP 0526620 A1,VACUUM BELT DRIVE TRAIN.,,IDE RUSSELL D,DISCONTINUED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
