case_id,display_name,target,indication,opportunity_type,company,slater_invested,development_stage,required_roles,required_specialties,clinical_tags,target_timeline_weeks,budget_ceiling_usd,capital_gap_usd,ri_institution,ri_ip_source,ri_notes,ri_physician_lead,conflict_tags,llm_inferred_label,llm_label_method,source_type,mocked,confidence_0_1
auto_textron_correcting_golf_position_vehicle_vision,VISION SYSTEM FOR CORRECTING POSITION GOLF Technology Platform Opportunity,VISION SYSTEM FOR CORRECTING POSITION OF GOLF VEHICLE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:187-481-345-699-198,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,VISION SYSTEM FOR CORRECTING POSITION GOLF Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_textron_assembly_mower_yoke,MOWER YOKE ASSEMBLY Technology Platform Opportunity,MOWER YOKE ASSEMBLY,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:181-224-830-760-380,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,MOWER YOKE ASSEMBLY Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_textron_infotainment_rear_recreational_vehicle,REAR INFOTAINMENT SYSTEM FOR RECREATIONAL VEHICLE Technology Platform Opportunity,REAR INFOTAINMENT SYSTEM FOR RECREATIONAL VEHICLE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:135-285-057-410-164,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,REAR INFOTAINMENT SYSTEM FOR RECREATIONAL VEHICLE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_textron_composite_fastener_fastening_tool,COMPOSITE FASTENER METHOD FASTENING AND FASTENING Technology Platform Opportunity,"COMPOSITE FASTENER, METHOD OF FASTENING AND FASTENING TOOL",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:191-500-100-016-454,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,COMPOSITE FASTENER METHOD FASTENING AND FASTENING Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_textron_composite_fastener,COMPOSITE FASTENER Technology Platform Opportunity,COMPOSITE FASTENER,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:076-704-856-946-50X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,COMPOSITE FASTENER Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_textron_collar_composite_threaded,COMPOSITE THREADED COLLAR Technology Platform Opportunity,COMPOSITE THREADED COLLAR,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:078-596-148-026-89X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,COMPOSITE THREADED COLLAR Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_textron_blind_fastener_making,BLIND FASTENER AND METHOD MAKING Technology Platform Opportunity,BLIND FASTENER AND METHOD OF MAKING,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:059-011-225-530-825,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,BLIND FASTENER AND METHOD MAKING Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_spectra_corp_identifying_macromolecules_mixing_nondegenerate,NONDEGENERATE TWO WAVE MIXING FOR IDENTIFYING Technology Platform Opportunity,NONDEGENERATE TWO-WAVE MIXING FOR IDENTIFYING AND SEPARATING MACROMOLECULES,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:114-880-275-487-930,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,NONDEGENERATE TWO WAVE MIXING FOR IDENTIFYING Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_spectra_corp_adequa_desgaste_detec_infravermelho_modulado_moe,adequa moeda detec desgaste utilizando detec Technology Platform Opportunity,adequação de moeda e detecção de desgaste utilizando detecção de infravermelho m,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:171-921-416-404-031,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,adequa moeda detec desgaste utilizando detec Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_spectra_corp_banknotes_cleaning_documents_fluid_secure_superc,SUPERCRITICAL FLUID CLEANING BANKNOTES AND SECURE Technology Platform Opportunity,SUPERCRITICAL FLUID CLEANING OF BANKNOTES AND SECURE DOCUMENTS,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:025-592-680-913-582,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,SUPERCRITICAL FLUID CLEANING BANKNOTES AND SECURE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_spectra_corp_opaca_resposta_seguran_tagantes_ultravioleta,resposta ultravioleta opaca tagantes seguran Technology Platform Opportunity,resposta de ultravioleta-opaca em tagantes de segurança,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:126-615-619-072-324,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,resposta ultravioleta opaca tagantes seguran Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_spectra_corp_billetes_documentos_limpieza_liquido_para_seguro,Liquido supercr tico limpieza para billetes Technology Platform Opportunity,Liquido supercrítico de limpieza para billetes y documentos seguros,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:005-584-108-885-626,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Liquido supercr tico limpieza para billetes Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_spectra_corp_billetes_documentos_fluido_limpieza_seguridad_su,LIMPIEZA BILLETES DOCUMENTOS SEGURIDAD CON FLUIDO Technology Platform Opportunity,LIMPIEZA DE BILLETES Y DOCUMENTOS DE SEGURIDAD CON FLUIDO SUPERCRÍTICO,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:036-082-625-722-491,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,LIMPIEZA BILLETES DOCUMENTOS SEGURIDAD CON FLUIDO Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_spectra_corp_authenticating_objects_tracking,METHODS AND SYSTEMS FOR AUTHENTICATING AND Technology Platform Opportunity,METHODS AND SYSTEMS FOR AUTHENTICATING AND TRACKING OBJECTS,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:176-154-421-300-509,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,METHODS AND SYSTEMS FOR AUTHENTICATING AND Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_moqom_electronic_fraud_prevention_transaction,ELECTRONIC TRANSACTION FRAUD PREVENTION Technology Platform Opportunity,ELECTRONIC TRANSACTION FRAUD PREVENTION,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:131-615-486-611-152,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,ELECTRONIC TRANSACTION FRAUD PREVENTION Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_moqom_alert_fraud_merchant_prevention,MERCHANT ALERT SYSTEM AND METHOD FOR Technology Platform Opportunity,MERCHANT ALERT SYSTEM AND METHOD FOR FRAUD PREVENTION,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:166-660-942-272-901,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,MERCHANT ALERT SYSTEM AND METHOD FOR Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_moqom_alerta_comerciante_fraude_preven_sistema_todo,sistema alerta comerciante todo preven fraude Technology Platform Opportunity,sistema de alerta de comerciante e método de prevenção de fraude,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:110-272-624-439-212,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,sistema alerta comerciante todo preven fraude Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_moqom_eletr_fraude_nicas_preven_transa,preven fraude transa eletr nicas Technology Platform Opportunity,prevenção de fraude em transações eletrônicas,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:108-984-221-880-947,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,preven fraude transa eletr nicas Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_plastic_assembly_display,DISPLAY ASSEMBLY Technology Platform Opportunity,DISPLAY ASSEMBLY,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:029-122-591-679-754,Deduped patent family (2 of 3 records); review scope and naming.,TBD,,DISPLAY ASSEMBLY Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_plastic_card_display_formed_jewelry_making_thereby,METHOD MAKING JEWELRY DISPLAY CARD AND Technology Platform Opportunity,METHOD OF MAKING A JEWELRY DISPLAY CARD AND DISPLAY CARD THEREBY FORMED,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:090-785-482-869-70X,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,METHOD MAKING JEWELRY DISPLAY CARD AND Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_plastic_clutch_jewelry,JEWELRY CLUTCH Technology Platform Opportunity,JEWELRY CLUTCH,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:070-399-904-027-780,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,JEWELRY CLUTCH Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hasbro_character_figure_wrestler,Wrestler character figure Technology Platform Opportunity,Wrestler character figure,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:142-627-257-092-173,Deduped patent family (2 of 4 records); review scope and naming.,TBD,,Wrestler character figure Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hasbro_speelgoednaaimachine,SPEELGOEDNAAIMACHINE Technology Platform Opportunity,SPEELGOEDNAAIMACHINE.,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:139-694-847-777-860,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,SPEELGOEDNAAIMACHINE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hasbro_machine_sewing,TOY SEWING MACHINE Technology Platform Opportunity,TOY SEWING MACHINE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:063-537-600-054-869,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,TOY SEWING MACHINE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ceragem_body_determining_thermotherapy_type,METHOD FOR DETERMINING BODY TYPE FOR Medical Device Opportunity,METHOD FOR DETERMINING BODY TYPE FOR THERMOTHERAPY DEVICE,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:185-975-370-756-075,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,METHOD FOR DETERMINING BODY TYPE FOR Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ceragem_body_function_having_same_scan_scanning_thermoth,THERMOTHERAPY DEVICE HAVING BODY SCAN FUNCTION Medical Device Opportunity,THERMOTHERAPY DEVICE HAVING BODY SCAN FUNCTION AND METHOD FOR SCANNING BODY USIN,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:164-705-999-693-348,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,THERMOTHERAPY DEVICE HAVING BODY SCAN FUNCTION Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ceragem_adjuster_motion_thermotherapy_vertical,VERTICAL MOTION ADJUSTER FOR THERMOTHERAPY DEVICE Medical Device Opportunity,VERTICAL MOTION ADJUSTER FOR THERMOTHERAPY DEVICE,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:184-260-698-134-514,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,VERTICAL MOTION ADJUSTER FOR THERMOTHERAPY DEVICE Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ceragem_massage_pattern_setting_thermotherapy,METHOD FOR SETTING MASSAGE PATTERN THERMOTHERAPY Medical Device Opportunity,METHOD FOR SETTING MASSAGE PATTERN OF THERMOTHERAPY DEVICE,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:154-426-178-245-623,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,METHOD FOR SETTING MASSAGE PATTERN THERMOTHERAPY Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_mallinckrodt_limited_acth_disorders_prophylactic_renal,ACTH prophylactic treatment renal disorders Technology Platform Opportunity,ACTH prophylactic treatment of renal disorders,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:162-148-895-966-012,Deduped patent family (2 of 5 records); review scope and naming.,TBD,,ACTH prophylactic treatment renal disorders Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_univ_brown_apparatus_fibers_forming_hollow_said,APPARATUS FOR FORMING HOLLOW FIBERS AND Digital Therapeutic Opportunity,APPARATUS FOR FORMING HOLLOW FIBERS AND SAID FIBERS.,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:051-206-173-129-544,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,APPARATUS FOR FORMING HOLLOW FIBERS AND Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_univ_brown_apparatus_modular_sputtering,MODULAR SPUTTERING APPARATUS Digital Therapeutic Opportunity,MODULAR SPUTTERING APPARATUS.,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:171-827-202-549-63X,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,MODULAR SPUTTERING APPARATUS Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_univ_brown_apparatus_cooling_interior_passively,APPARATUS AND METHOD FOR PASSIVELY COOLING Digital Therapeutic Opportunity,APPARATUS AND METHOD FOR PASSIVELY COOLING AN INTERIOR,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:057-536-719-068-57X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,APPARATUS AND METHOD FOR PASSIVELY COOLING Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_jong_joon_automatic_continuous_epicyclic_transmission,CONTINUOUS EPICYCLIC AUTOMATIC TRANSMISSION Technology Platform Opportunity,CONTINUOUS EPICYCLIC AUTOMATIC TRANSMISSION,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:023-907-161-474-080,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,CONTINUOUS EPICYCLIC AUTOMATIC TRANSMISSION Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_jong_joon_automatic_continuous_planetary_transmission,CONTINUOUS AUTOMATIC PLANETARY TRANSMISSION Technology Platform Opportunity,CONTINUOUS AUTOMATIC PLANETARY TRANSMISSION,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:110-798-242-881-984,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,CONTINUOUS AUTOMATIC PLANETARY TRANSMISSION Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_jong_joon_automatic_continuously_epicyclic_transmission_va,CONTINUOUSLY VARIABLE AUTOMATIC EPICYCLIC TRANSMISSION Technology Platform Opportunity,CONTINUOUSLY VARIABLE AUTOMATIC EPICYCLIC TRANSMISSION,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:048-437-007-344-484,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,CONTINUOUSLY VARIABLE AUTOMATIC EPICYCLIC TRANSMISSION Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_jong_joon_change_consisting_continuous_gear_high_speed_uni,SPEED CHANGE GEAR AND CONTINUOUS SPEED Technology Platform Opportunity,SPEED CHANGE GEAR AND CONTINUOUS SPEED CHANGE GEAR CONSISTING OF HIGH-SPEED UNIT,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:083-661-046-315-526,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,SPEED CHANGE GEAR AND CONTINUOUS SPEED Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_jong_joon_change_continuous_gear_speed,CONTINUOUS SPEED CHANGE GEAR Technology Platform Opportunity,CONTINUOUS SPEED CHANGE GEAR,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:167-044-959-951-107,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,CONTINUOUS SPEED CHANGE GEAR Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_jinwoong_aufnahme_eines_enden_kuppelzeltes_stabteilen_ver,VERBINDUNGSSTUECK ZUR AUFNAHME DER ENDEN VON Technology Platform Opportunity,VERBINDUNGSSTUECK ZUR AUFNAHME DER ENDEN VON STABTEILEN EINES KUPPELZELTES,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:011-135-374-256-180,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,VERBINDUNGSSTUECK ZUR AUFNAHME DER ENDEN VON Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_jinwoong_connector_pole_tent,TENT POLE CONNECTOR Technology Platform Opportunity,TENT POLE CONNECTOR,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:084-926-004-001-470,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,TENT POLE CONNECTOR Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_jinwoong_connector_poles_tent,Tent poles connector Technology Platform Opportunity,Tent poles connector,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:172-782-093-183-455,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Tent poles connector Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_jinwoong_anslutningsdon_foer_kupoltyp_roerformiga_staenge,ANSLUTNINGSDON FOER ROERFORMIGA STAENGER TAELT KUPOLTYP Technology Platform Opportunity,ANSLUTNINGSDON FOER ROERFORMIGA STAENGER I TAELT AV KUPOLTYP.,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:137-039-549-727-255,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ANSLUTNINGSDON FOER ROERFORMIGA STAENGER TAELT KUPOLTYP Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_united_states_communication_facilitating_individuals_speak_spe,System for facilitating speech based communication Technology Platform Opportunity,System for facilitating speech-based communication for individuals unable to spe,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:132-876-212-164-238,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,System for facilitating speech based communication Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_united_states_autonomous_clasp_enclosing_pneumatic,Autonomous pneumatic enclosing clasp Technology Platform Opportunity,Autonomous pneumatic enclosing clasp,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:018-144-703-194-224,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Autonomous pneumatic enclosing clasp Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_united_states_control_controlled_gesture_intended_mental_posit,PROVIDING MENTAL CONTROL POSITION AND GESTURE Technology Platform Opportunity,PROVIDING MENTAL CONTROL OF POSITION AND/OR GESTURE CONTROLLED TECHNOLOGIES VIA ,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:090-186-650-832-224,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,PROVIDING MENTAL CONTROL POSITION AND GESTURE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_tyco_fire_combustible_concealed_space,Combustible concealed space Technology Platform Opportunity,Combustible concealed space,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:106-232-240-250-997,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Combustible concealed space Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_tyco_fire_projeto_residencial_seco_sistema_sprinkler_todo,todo projeto sistema sprinkler seco residencial Technology Platform Opportunity,método de projeto e sistema de sprinkler seco residencial,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:146-052-267-843-058,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,todo projeto sistema sprinkler seco residencial Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_tyco_fire_forced_interstitial_mist_protection_spaces_venti,WATER MIST PROTECTION FOR FORCED VENTILATION Technology Platform Opportunity,WATER MIST PROTECTION FOR FORCED VENTILATION INTERSTITIAL SPACES,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:196-150-795-572-901,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,WATER MIST PROTECTION FOR FORCED VENTILATION Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
