template_id,opportunity_type,study_type,primary_endpoint_type,duration_weeks,cost_usd,required_specialties,required_roles,expected_inflection_weight_0_1,mocked,source_type
ctg_nct02132676,platform,observational,functional_or_symptom,170,2919628,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct02131324,therapeutic,interventional,functional_or_symptom,118,198000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct02131272,digital_therapeutic,interventional,functional_or_symptom,104,232847,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02130583,digital_therapeutic,interventional,functional_or_symptom,161,164736,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02126163,digital_therapeutic,interventional,functional_or_symptom,100,3168000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02124161,therapeutic,interventional,clinical_outcome,34,1014978,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.55,false,ctgov_ri_history_csv
ctg_nct02120924,therapeutic,interventional,functional_or_symptom,61,3645594,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02120716,digital_therapeutic,interventional,feasibility,125,158400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02120352,therapeutic,interventional,clinical_outcome,468,1223640,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct02116530,therapeutic,interventional,functional_or_symptom,147,2223144,oncology|pathology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02115282,therapeutic,interventional,clinical_outcome,635,3370751,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct02114177,therapeutic,interventional,biomarker,52,954799,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct02114151,therapeutic,interventional,biomarker,52,317240,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct02111564,therapeutic,interventional,biomarker,225,66661056,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct02109952,platform,observational,functional_or_symptom,886,465696,oncology|pathology,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct02109939,platform,interventional,functional_or_symptom,173,4428864,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02108028,platform,observational,functional_or_symptom,537,517017,oncology|pathology,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct02107092,therapeutic,interventional,functional_or_symptom,65,473550,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02106754,digital_therapeutic,interventional,functional_or_symptom,351,1824768,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02104583,therapeutic,interventional,functional_or_symptom,108,1239480,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct02104050,therapeutic,interventional,functional_or_symptom,69,589684,pain medicine|neurology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct02103621,digital_therapeutic,interventional,functional_or_symptom,191,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02102867,platform,interventional,functional_or_symptom,417,57024,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02101853,therapeutic,interventional,clinical_outcome,613,3708935,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct02101788,therapeutic,interventional,clinical_outcome,602,1441440,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct02089217,medical_device,interventional,functional_or_symptom,561,7875648,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02088073,therapeutic,interventional,functional_or_symptom,43,657106,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02086149,digital_therapeutic,interventional,functional_or_symptom,260,731808,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02080871,medical_device,interventional,safety,221,424512,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02080429,platform,interventional,functional_or_symptom,26,570240,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02080364,therapeutic,interventional,functional_or_symptom,165,4878720,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02080221,therapeutic,interventional,clinical_outcome,397,198000,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct02079714,platform,observational,functional_or_symptom,352,2024352,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct02078648,therapeutic,interventional,clinical_outcome,194,293040,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct02078570,platform,observational,biomarker,26,316800,oncology|pathology,reviewer|advisor|investigator,0.50,false,ctgov_ri_history_csv
ctg_nct02075450,medical_device,interventional,functional_or_symptom,156,1026432,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02073656,therapeutic,interventional,safety,95,1857239,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02072681,platform,observational,functional_or_symptom,330,4134240,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct02068027,therapeutic,interventional,functional_or_symptom,52,572000,pain medicine|neurology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct02065687,therapeutic,interventional,clinical_outcome,495,2600136,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct02065570,therapeutic,interventional,clinical_outcome,300,2849616,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct02063672,medical_device,interventional,safety,260,259776,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02060630,medical_device,interventional,clinical_outcome,395,5838624,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.55,false,ctgov_ri_history_csv
ctg_nct02059265,therapeutic,interventional,clinical_outcome,488,138600,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct02059135,therapeutic,interventional,biomarker,120,665280,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct02057419,platform,observational,functional_or_symptom,206,50000,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct02055638,therapeutic,interventional,safety,104,384120,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct02055573,platform,interventional,functional_or_symptom,47,477230,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02055326,digital_therapeutic,interventional,functional_or_symptom,95,120384,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02053649,digital_therapeutic,interventional,functional_or_symptom,269,76032,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02052596,therapeutic,interventional,biomarker,114,5183640,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct02051803,digital_therapeutic,interventional,functional_or_symptom,65,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02051608,therapeutic,interventional,clinical_outcome,368,2156616,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct02046096,medical_device,interventional,safety,292,1498464,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02044874,therapeutic,interventional,functional_or_symptom,35,892903,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct02042183,therapeutic,interventional,functional_or_symptom,136,3359663,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02041182,digital_therapeutic,interventional,functional_or_symptom,17,193248,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02040766,therapeutic,interventional,functional_or_symptom,117,3481631,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02038569,therapeutic,interventional,safety,214,495000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct02037529,therapeutic,interventional,functional_or_symptom,562,1114344,oncology|pathology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02032888,therapeutic,interventional,biomarker,47,662555,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct02032277,therapeutic,interventional,biomarker,345,3514895,oncology|pathology,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct02031640,therapeutic,interventional,functional_or_symptom,52,3428040,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02030574,therapeutic,interventional,clinical_outcome,47,50000,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct02027259,digital_therapeutic,interventional,functional_or_symptom,193,164736,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02022033,therapeutic,interventional,feasibility,423,99000,oncology|pathology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct02019459,platform,interventional,functional_or_symptom,145,229680,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct02019264,therapeutic,interventional,clinical_outcome,224,46484064,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.55,false,ctgov_ri_history_csv
ctg_nct02017964,therapeutic,interventional,clinical_outcome,470,102960,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct02016807,medical_device,observational,functional_or_symptom,104,342144,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct02016560,therapeutic,interventional,functional_or_symptom,190,2123352,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02016105,therapeutic,interventional,clinical_outcome,113,2577960,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct02015806,digital_therapeutic,interventional,feasibility,48,86884430,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02012218,therapeutic,interventional,functional_or_symptom,47,169814,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02010112,platform,interventional,functional_or_symptom,56,640166,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02009644,medical_device,interventional,safety,653,500544,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02009163,therapeutic,interventional,functional_or_symptom,62,1535024,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02008565,digital_therapeutic,interventional,functional_or_symptom,117,1663199,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02008474,digital_therapeutic,interventional,functional_or_symptom,126,665280,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02008357,therapeutic,interventional,functional_or_symptom,483,6480936,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02008344,therapeutic,interventional,functional_or_symptom,56,3850947,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02008227,therapeutic,interventional,clinical_outcome,252,6791399,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct02007629,therapeutic,interventional,functional_or_symptom,149,338184,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02006732,therapeutic,interventional,functional_or_symptom,52,2491720,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02004457,digital_therapeutic,interventional,functional_or_symptom,200,136224,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02004392,therapeutic,interventional,safety,165,1929312,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct02003209,therapeutic,interventional,biomarker,592,1746359,oncology|pathology,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct02002260,medical_device,interventional,functional_or_symptom,465,186912,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct02001324,platform,interventional,functional_or_symptom,304,133056,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01999244,digital_therapeutic,interventional,functional_or_symptom,78,211200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01998399,therapeutic,interventional,clinical_outcome,69,72980,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct01997229,therapeutic,interventional,functional_or_symptom,130,693000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01994993,therapeutic,interventional,functional_or_symptom,176,1441440,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01994720,therapeutic,interventional,functional_or_symptom,112,73774008,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01993212,therapeutic,interventional,functional_or_symptom,34,241661,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01992250,medical_device,interventional,functional_or_symptom,499,633600,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01992094,therapeutic,interventional,biomarker,34,5397107,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct01991795,therapeutic,interventional,functional_or_symptom,258,106838423,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01991210,therapeutic,interventional,clinical_outcome,131,376200,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct01990664,medical_device,interventional,functional_or_symptom,21,210144,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01990612,platform,interventional,clinical_outcome,200,19343808,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.55,false,ctgov_ri_history_csv
ctg_nct01989507,digital_therapeutic,interventional,functional_or_symptom,373,990000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct01989234,therapeutic,interventional,functional_or_symptom,60,847846,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct01983449,therapeutic,interventional,safety,217,902880,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01979939,therapeutic,interventional,biomarker,47,1158080,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct01979536,therapeutic,interventional,clinical_outcome,541,542520,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct01978392,digital_therapeutic,interventional,functional_or_symptom,186,386496,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01975090,medical_device,interventional,functional_or_symptom,221,408672,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01971684,therapeutic,observational,functional_or_symptom,191,228096,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct01970293,platform,interventional,functional_or_symptom,352,665280,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01969136,therapeutic,interventional,safety,169,2234232,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01969058,therapeutic,interventional,functional_or_symptom,121,300960,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct01968798,therapeutic,interventional,clinical_outcome,552,45936000,oncology|pathology,reviewer|investigator|pilot_designer,0.55,false,ctgov_ri_history_csv
ctg_nct01968551,therapeutic,interventional,biomarker,148,875951,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct01966991,platform,observational,functional_or_symptom,78,158400,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct01966107,therapeutic,interventional,safety,205,11515680,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01964898,digital_therapeutic,interventional,functional_or_symptom,78,171600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01963156,digital_therapeutic,interventional,feasibility,30,3880800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01961531,medical_device,interventional,safety,383,126720,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01960075,therapeutic,interventional,functional_or_symptom,186,2650032,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01959347,therapeutic,interventional,functional_or_symptom,204,2661120,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01959321,platform,observational,biomarker,456,1467417,hospital medicine|primary care,reviewer|advisor|investigator,0.50,false,ctgov_ri_history_csv
ctg_nct01958476,therapeutic,interventional,clinical_outcome,260,648648,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct01957787,medical_device,interventional,functional_or_symptom,227,415008,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01954680,digital_therapeutic,interventional,functional_or_symptom,265,126720,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct01954082,therapeutic,interventional,functional_or_symptom,141,3537071,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01953588,therapeutic,interventional,clinical_outcome,683,8166312,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct01951703,medical_device,interventional,functional_or_symptom,13,143616,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01951092,platform,interventional,functional_or_symptom,69,74732,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01950819,therapeutic,interventional,functional_or_symptom,215,6453216,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01949337,therapeutic,interventional,clinical_outcome,553,7268183,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct01949116,therapeutic,interventional,safety,148,696960,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct01947946,therapeutic,interventional,functional_or_symptom,34,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01946204,therapeutic,interventional,clinical_outcome,741,6691607,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct01942668,therapeutic,interventional,safety,168,10228680,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01939184,therapeutic,interventional,biomarker,34,1145015,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.70,false,ctgov_ri_history_csv
ctg_nct01936636,therapeutic,observational,functional_or_symptom,86,286419,pain medicine|neurology|oncology|pathology,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct01935973,therapeutic,interventional,safety,101,82368,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct01929239,therapeutic,interventional,safety,665,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct01928771,therapeutic,interventional,functional_or_symptom,132,14863463,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01924572,platform,interventional,functional_or_symptom,43,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01922440,platform,observational,clinical_outcome,1113,2545171,hospital medicine|primary care,reviewer|advisor|investigator,0.55,false,ctgov_ri_history_csv
ctg_nct01921751,therapeutic,interventional,clinical_outcome,147,79200,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct01920711,therapeutic,interventional,clinical_outcome,255,26733167,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct01919801,therapeutic,interventional,clinical_outcome,89,622041,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct01917630,therapeutic,interventional,functional_or_symptom,95,1980000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct01913743,platform,observational,functional_or_symptom,34,50000,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct01913535,therapeutic,interventional,functional_or_symptom,123,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct01913483,therapeutic,interventional,functional_or_symptom,129,4058208,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01909947,platform,observational,functional_or_symptom,273,505612,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct01909804,therapeutic,interventional,safety,60,819923,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct01909232,medical_device,interventional,functional_or_symptom,52,161920,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01908699,therapeutic,interventional,clinical_outcome,298,1513512,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct01907126,digital_therapeutic,interventional,feasibility,160,133056,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01903993,therapeutic,interventional,clinical_outcome,265,1136520,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct01903031,medical_device,interventional,functional_or_symptom,92,326953,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct01901094,therapeutic,interventional,functional_or_symptom,618,11154528,oncology|pathology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01900665,therapeutic,interventional,functional_or_symptom,187,11803176,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct01897519,therapeutic,interventional,functional_or_symptom,52,123200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct01895478,digital_therapeutic,interventional,functional_or_symptom,56,145944,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01895335,therapeutic,interventional,functional_or_symptom,126,3171168,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01894841,digital_therapeutic,interventional,clinical_outcome,235,338976,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.55,false,ctgov_ri_history_csv
ctg_nct01892358,digital_therapeutic,interventional,functional_or_symptom,330,798336,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01890746,therapeutic,interventional,clinical_outcome,176,586080,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct01888198,digital_therapeutic,observational,functional_or_symptom,678,558835,oncology|pathology,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct01888172,medical_device,interventional,functional_or_symptom,108,855360,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01887912,therapeutic,interventional,biomarker,254,51570288,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct01887210,digital_therapeutic,interventional,functional_or_symptom,256,209088,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01886924,digital_therapeutic,interventional,functional_or_symptom,64,216615,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01886872,therapeutic,interventional,clinical_outcome,646,3032568,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct01885988,therapeutic,interventional,functional_or_symptom,65,154000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01882673,digital_therapeutic,interventional,functional_or_symptom,99,240768,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01881711,medical_device,interventional,safety,121,1267200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01881412,therapeutic,interventional,functional_or_symptom,295,373824,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01874964,digital_therapeutic,interventional,functional_or_symptom,204,1425600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct01874145,therapeutic,interventional,safety,47,581823,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
